distribution,algorithm,variant,size_label,size,condition,runs,time_min_s,time_avg_s,time_max_s,memory_mb,comparisons,swaps,stable_verified,known_stable,complexity_best,complexity_avg,complexity_worst,complexity_space,status
sequential,Merge Sort (iter),iterative,100k,100000,all_identical,1,0.84258670,0.84258670,0.84258670,1.5259,877968,2508016,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,100k,100000,all_identical,1,0.14338890,0.14338890,0.14338890,0.7630,299994,99999,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,100k,100000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,100k,100000,all_identical,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,100k,100000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,100k,100000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,100k,100000,all_identical,1,0.04271890,0.04271890,0.04271890,0.7630,100000,100000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,100k,100000,all_identical,1,0.00072270,0.00072270,0.00072270,0.7630,0,0,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,100k,100000,all_identical,1,0.69741710,0.69741710,0.69741710,1.5259,724843,1192992,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,1m,1000000,random,1,50.42058400,50.42058400,50.42058400,7.6314,34795312,22189131,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Quick Sort (rec),recursive,1m,1000000,random,1,39.11512380,39.11512380,39.11512380,7.6314,34795312,22189131,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Merge Sort (rec),recursive,1m,1000000,random,1,12.93993390,12.93993390,12.93993390,15.2588,18679754,29836416,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,1m,1000000,random,1,13.06415260,13.06415260,13.06415260,15.2588,18721785,29865536,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,1m,1000000,random,1,21.88030010,21.88030010,21.88030010,7.6294,36863667,19121073,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,1m,1000000,random,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,1m,1000000,random,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,1m,1000000,random,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,1m,1000000,random,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,1m,1000000,random,1,1.81010950,1.81010950,1.81010950,45.7659,1000000,1000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,1m,1000000,random,1,4.11575490,4.11575490,4.11575490,22.8883,0,6000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,1m,1000000,random,1,16.18321680,16.18321680,16.18321680,15.2588,23440751,22624565,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,1m,1000000,sorted,1,24.57296310,24.57296310,24.57296310,7.6296,50655133,29188428,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Quick Sort (rec),recursive,1m,1000000,sorted,1,30.33499340,30.33499340,30.33499340,7.6298,50655133,29188428,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Merge Sort (rec),recursive,1m,1000000,sorted,1,9.74503980,9.74503980,9.74503980,15.2588,10066432,29836416,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,1m,1000000,sorted,1,9.96111080,9.96111080,9.96111080,15.2588,10095552,29865536,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,1m,1000000,sorted,1,20.93875340,20.93875340,20.93875340,7.6294,37692069,19787792,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,1m,1000000,sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,1m,1000000,sorted,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,1m,1000000,sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,1m,1000000,sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,1m,1000000,sorted,1,1.75125170,1.75125170,1.75125170,45.7659,1000000,1000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,1m,1000000,sorted,1,3.55218670,3.55218670,3.55218670,22.8883,0,6000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,1m,1000000,sorted,1,8.72624700,8.72624700,8.72624700,15.2588,8564302,14980544,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,1m,1000000,reverse,1,23.94146600,23.94146600,23.94146600,7.6296,48826246,28280600,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Quick Sort (rec),recursive,1m,1000000,reverse,1,28.53234620,28.53234620,28.53234620,7.6297,48826246,28280600,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Merge Sort (rec),recursive,1m,1000000,reverse,1,9.67417360,9.67417360,9.67417360,15.2588,9884992,29836416,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,1m,1000000,reverse,1,9.75544430,9.75544430,9.75544430,15.2588,9884992,29865536,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,1m,1000000,reverse,1,19.86254240,19.86254240,19.86254240,7.6294,36001436,18333408,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,1m,1000000,reverse,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,1m,1000000,reverse,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,1m,1000000,reverse,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,1m,1000000,reverse,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,1m,1000000,reverse,1,1.77368240,1.77368240,1.77368240,45.7659,1000000,1000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,1m,1000000,reverse,1,3.57159730,3.57159730,3.57159730,22.8883,0,6000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,1m,1000000,reverse,1,17.52958930,17.52958930,17.52958930,15.2588,22884992,30480544,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,1m,1000000,nearly_sorted,1,18.93354210,18.93354210,18.93354210,7.6296,37593670,22302473,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Quick Sort (rec),recursive,1m,1000000,nearly_sorted,1,22.03541740,22.03541740,22.03541740,7.6297,37593670,22302473,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Merge Sort (rec),recursive,1m,1000000,nearly_sorted,1,12.31983250,12.31983250,12.31983250,15.2588,17700930,29836416,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,1m,1000000,nearly_sorted,1,12.24190910,12.24190910,12.24190910,15.2588,17671639,29865536,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,1m,1000000,nearly_sorted,1,21.19205950,21.19205950,21.19205950,7.6294,37629626,19719416,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,1m,1000000,nearly_sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,1m,1000000,nearly_sorted,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,1m,1000000,nearly_sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,1m,1000000,nearly_sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,1m,1000000,nearly_sorted,1,1.79170360,1.79170360,1.79170360,45.7659,1000000,1000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,1m,1000000,nearly_sorted,1,3.67267940,3.67267940,3.67267940,22.8883,0,6000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,1m,1000000,nearly_sorted,1,11.74504230,11.74504230,11.74504230,15.2588,16996379,16387726,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,1m,1000000,all_identical,1,0.57839940,0.57839940,0.57839940,7.6294,2000003,0,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Quick Sort (rec),recursive,1m,1000000,all_identical,1,0.58607390,0.58607390,0.58607390,7.6294,2000003,0,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Merge Sort (rec),recursive,1m,1000000,all_identical,1,9.70464690,9.70464690,9.70464690,15.2588,10066432,29836416,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,1m,1000000,all_identical,1,9.70558560,9.70558560,9.70558560,15.2588,10095552,29865536,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,1m,1000000,all_identical,1,1.49656090,1.49656090,1.49656090,7.6294,2999994,999999,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,1m,1000000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,1m,1000000,all_identical,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,1m,1000000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,1m,1000000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,1m,1000000,all_identical,1,0.45871160,0.45871160,0.45871160,7.6294,1000000,1000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,1m,1000000,all_identical,1,0.00666630,0.00666630,0.00666630,7.6294,0,0,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,1m,1000000,all_identical,1,8.58234710,8.58234710,8.58234710,15.2588,8564302,14980544,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,10m,10000000,random,1,180.03841230,180.03841230,180.03841230,0.0000,129721212,80228788,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Quick Sort (rec),recursive,10m,10000000,random,1,180.04247300,180.04247300,180.04247300,0.0000,169078859,105421141,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Merge Sort (rec),recursive,10m,10000000,random,1,157.64423190,157.64423190,157.64423190,152.5879,220143993,347657408,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,10m,10000000,random,1,157.98092290,157.98092290,157.98092290,152.5879,224053542,351082816,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,10m,10000000,random,1,180.00774790,180.00774790,180.00774790,0.0000,293801782,150648218,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),TIMEOUT
sequential,Bubble Sort,iterative,10m,10000000,random,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,10m,10000000,random,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,10m,10000000,random,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,10m,10000000,random,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,10m,10000000,random,1,18.47742350,18.47742350,18.47742350,457.7532,10000000,10000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,10m,10000000,random,1,50.46661020,50.46661020,50.46661020,228.8819,0,70000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,10m,10000000,random,1,180.00577460,180.00577460,180.00577460,0.0000,246281179,238118821,not_checked,stable,O(n),O(n log n),O(n log n),O(n),TIMEOUT
sequential,Quick Sort (iter),iterative,10m,10000000,sorted,1,180.01734480,180.01734480,180.01734480,0.0000,241932202,141167798,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Quick Sort (rec),recursive,10m,10000000,sorted,1,180.01976600,180.01976600,180.01976600,0.0000,162072259,94127741,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Merge Sort (rec),recursive,10m,10000000,sorted,1,175.25210770,175.25210770,175.25210770,152.5879,118788160,347657408,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,10m,10000000,sorted,1,174.66264790,174.66264790,174.66264790,152.5879,122213568,351082816,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,10m,10000000,sorted,1,180.02572420,180.02572420,180.02572420,0.0000,196006024,101793976,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),TIMEOUT
sequential,Bubble Sort,iterative,10m,10000000,sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,10m,10000000,sorted,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,10m,10000000,sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,10m,10000000,sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,10m,10000000,sorted,1,32.89678550,32.89678550,32.89678550,457.7532,10000000,10000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,10m,10000000,sorted,1,74.01804510,74.01804510,74.01804510,228.8819,0,70000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,10m,10000000,sorted,1,168.87828050,168.87828050,168.87828050,152.5879,106901068,186648192,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
sequential,Quick Sort (iter),iterative,10m,10000000,reverse,1,180.01283890,180.01283890,180.01283890,0.0000,219256476,128143524,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Quick Sort (rec),recursive,10m,10000000,reverse,1,180.01553180,180.01553180,180.01553180,0.0000,150003345,87946655,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Merge Sort (rec),recursive,10m,10000000,reverse,1,169.36305240,169.36305240,169.36305240,152.5879,114434624,347657408,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,10m,10000000,reverse,1,177.78655020,177.78655020,177.78655020,152.5879,114434624,351082816,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,10m,10000000,reverse,1,180.01494590,180.01494590,180.01494590,0.0000,205848622,101851378,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),TIMEOUT
sequential,Bubble Sort,iterative,10m,10000000,reverse,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,10m,10000000,reverse,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,10m,10000000,reverse,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,10m,10000000,reverse,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,10m,10000000,reverse,1,28.41157350,28.41157350,28.41157350,457.7532,10000000,10000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,10m,10000000,reverse,1,76.24808280,76.24808280,76.24808280,228.8819,0,70000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,10m,10000000,reverse,1,180.01698720,180.01698720,180.01698720,0.0000,175016768,195033232,not_checked,stable,O(n),O(n log n),O(n log n),O(n),TIMEOUT
sequential,Quick Sort (iter),iterative,10m,10000000,nearly_sorted,1,180.00711470,180.00711470,180.00711470,0.0000,226963532,135736468,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Quick Sort (rec),recursive,10m,10000000,nearly_sorted,1,180.00267130,180.00267130,180.00267130,0.0000,155518414,92431586,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),TIMEOUT
sequential,Merge Sort (rec),recursive,10m,10000000,nearly_sorted,1,180.00143990,180.00143990,180.00143990,0.0000,164728449,270121551,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),TIMEOUT
sequential,Merge Sort (iter),iterative,10m,10000000,nearly_sorted,1,180.00958180,180.00958180,180.00958180,0.0000,164567648,281082352,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),TIMEOUT
sequential,Heap Sort,iterative,10m,10000000,nearly_sorted,1,180.02549220,180.02549220,180.02549220,0.0000,190654238,98745762,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),TIMEOUT
sequential,Bubble Sort,iterative,10m,10000000,nearly_sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,10m,10000000,nearly_sorted,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,10m,10000000,nearly_sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,10m,10000000,nearly_sorted,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,10m,10000000,nearly_sorted,1,27.86778800,27.86778800,27.86778800,457.7532,10000000,10000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,10m,10000000,nearly_sorted,1,68.50328610,68.50328610,68.50328610,228.8819,0,70000000,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,10m,10000000,nearly_sorted,1,180.01947880,180.01947880,180.01947880,0.0000,157790933,151759067,not_checked,stable,O(n),O(n log n),O(n log n),O(n),TIMEOUT
sequential,Quick Sort (iter),iterative,10m,10000000,all_identical,1,8.73389690,8.73389690,8.73389690,76.2940,20000003,0,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Quick Sort (rec),recursive,10m,10000000,all_identical,1,12.74012150,12.74012150,12.74012150,76.2940,20000003,0,not_checked,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
sequential,Merge Sort (rec),recursive,10m,10000000,all_identical,1,168.16964820,168.16964820,168.16964820,152.5879,118788160,347657408,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Merge Sort (iter),iterative,10m,10000000,all_identical,1,153.20436150,153.20436150,153.20436150,152.5879,122213568,351082816,not_checked,stable,O(n log n),O(n log n),O(n log n),O(n),OK
sequential,Heap Sort,iterative,10m,10000000,all_identical,1,16.23879420,16.23879420,16.23879420,76.2940,29999994,9999999,not_checked,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
sequential,Bubble Sort,iterative,10m,10000000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Selection Sort,iterative,10m,10000000,all_identical,,,,,,,,,unstable,O(n^2),O(n^2),O(n^2),O(1),SKIPPED
sequential,Insertion Sort,iterative,10m,10000000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Shaker Sort,iterative,10m,10000000,all_identical,,,,,,,,,stable,O(n),O(n^2),O(n^2),O(1),SKIPPED
sequential,Counting Sort,iterative,10m,10000000,all_identical,1,4.43379010,4.43379010,4.43379010,76.2940,10000000,10000000,not_checked,stable,O(n+k),O(n+k),O(n+k),O(k),OK
sequential,Radix Sort,iterative,10m,10000000,all_identical,1,0.07095940,0.07095940,0.07095940,76.2940,0,0,not_checked,stable,O(nk),O(nk),O(nk),O(n+k),OK
sequential,Timsort,hybrid,10m,10000000,all_identical,1,104.94398340,104.94398340,104.94398340,152.5879,106901068,186648192,not_checked,stable,O(n),O(n log n),O(n log n),O(n),OK
three_vals,Quick Sort (iter),iterative,10,10,random,50,0.00001000,0.00001993,0.00011620,0.0001,35,7,stable,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
three_vals,Quick Sort (rec),recursive,10,10,random,50,0.00000890,0.00001215,0.00004970,0.0001,35,7,stable,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
three_vals,Merge Sort (rec),recursive,10,10,random,50,0.00002110,0.00002662,0.00007530,0.0002,24,49,stable,stable,O(n log n),O(n log n),O(n log n),O(n),OK
three_vals,Merge Sort (iter),iterative,10,10,random,50,0.00002210,0.00002898,0.00006420,0.0002,26,51,stable,stable,O(n log n),O(n log n),O(n log n),O(n),OK
three_vals,Heap Sort,iterative,10,10,random,50,0.00001520,0.00001913,0.00004960,0.0001,39,20,stable,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
three_vals,Bubble Sort,iterative,10,10,random,50,0.00000970,0.00001316,0.00007640,0.0001,30,11,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Selection Sort,iterative,10,10,random,50,0.00001210,0.00001695,0.00004640,0.0001,45,5,unstable,unstable,O(n^2),O(n^2),O(n^2),O(1),OK
three_vals,Insertion Sort,iterative,10,10,random,50,0.00000630,0.00000891,0.00005970,0.0001,20,11,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Shaker Sort,iterative,10,10,random,50,0.00001200,0.00001387,0.00003230,0.0001,39,11,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Counting Sort,iterative,10,10,random,50,0.00000430,0.00000554,0.00002430,0.0001,10,10,stable,stable,O(n+k),O(n+k),O(n+k),O(k),OK
three_vals,Radix Sort,iterative,10,10,random,50,0.00000610,0.00000684,0.00002050,0.0003,0,10,stable,stable,O(nk),O(nk),O(nk),O(n+k),OK
three_vals,Timsort,hybrid,10,10,random,50,0.00000660,0.00000967,0.00005180,0.0001,20,11,stable,stable,O(n),O(n log n),O(n log n),O(n),OK
three_vals,Quick Sort (iter),iterative,10,10,sorted,50,0.00000950,0.00001118,0.00002980,0.0001,35,7,stable,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
three_vals,Quick Sort (rec),recursive,10,10,sorted,50,0.00000900,0.00001631,0.00004010,0.0001,35,7,stable,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
three_vals,Merge Sort (rec),recursive,10,10,sorted,50,0.00001990,0.00002390,0.00005300,0.0002,19,49,stable,stable,O(n log n),O(n log n),O(n log n),O(n),OK
three_vals,Merge Sort (iter),iterative,10,10,sorted,50,0.00002120,0.00002580,0.00009870,0.0002,21,51,stable,stable,O(n log n),O(n log n),O(n log n),O(n),OK
three_vals,Heap Sort,iterative,10,10,sorted,50,0.00001540,0.00002378,0.00008540,0.0001,37,22,stable,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
three_vals,Bubble Sort,iterative,10,10,sorted,50,0.00000240,0.00000436,0.00002400,0.0001,9,0,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Selection Sort,iterative,10,10,sorted,50,0.00001210,0.00001753,0.00006850,0.0001,45,5,unstable,unstable,O(n^2),O(n^2),O(n^2),O(1),OK
three_vals,Insertion Sort,iterative,10,10,sorted,50,0.00000240,0.00000491,0.00006230,0.0001,9,0,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Shaker Sort,iterative,10,10,sorted,50,0.00000230,0.00000508,0.00003010,0.0001,9,0,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Counting Sort,iterative,10,10,sorted,50,0.00000420,0.00000554,0.00002480,0.0001,10,10,stable,stable,O(n+k),O(n+k),O(n+k),O(k),OK
three_vals,Radix Sort,iterative,10,10,sorted,50,0.00000600,0.00000891,0.00005870,0.0003,0,10,stable,stable,O(nk),O(nk),O(nk),O(n+k),OK
three_vals,Timsort,hybrid,10,10,sorted,50,0.00000260,0.00000418,0.00002510,0.0001,9,0,stable,stable,O(n),O(n log n),O(n log n),O(n),OK
three_vals,Quick Sort (iter),iterative,10,10,reverse,50,0.00001200,0.00001275,0.00003240,0.0001,42,10,stable,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
three_vals,Quick Sort (rec),recursive,10,10,reverse,50,0.00001120,0.00001510,0.00005070,0.0001,42,10,stable,unstable,O(n log n),O(n log n),O(n^2),O(log n),OK
three_vals,Merge Sort (rec),recursive,10,10,reverse,50,0.00002020,0.00002272,0.00004820,0.0002,20,49,stable,stable,O(n log n),O(n log n),O(n log n),O(n),OK
three_vals,Merge Sort (iter),iterative,10,10,reverse,50,0.00002110,0.00003276,0.00017460,0.0002,19,51,stable,stable,O(n log n),O(n log n),O(n log n),O(n),OK
three_vals,Heap Sort,iterative,10,10,reverse,50,0.00001260,0.00001913,0.00005410,0.0001,34,15,stable,unstable,O(n log n),O(n log n),O(n log n),O(1),OK
three_vals,Bubble Sort,iterative,10,10,reverse,50,0.00001570,0.00001714,0.00003400,0.0001,39,29,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Selection Sort,iterative,10,10,reverse,50,0.00001090,0.00001349,0.00004550,0.0001,45,0,unstable,unstable,O(n^2),O(n^2),O(n^2),O(1),OK
three_vals,Insertion Sort,iterative,10,10,reverse,50,0.00001230,0.00001506,0.00006170,0.0001,36,29,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Shaker Sort,iterative,10,10,reverse,50,0.00001770,0.00002234,0.00005530,0.0001,45,29,stable,stable,O(n),O(n^2),O(n^2),O(1),OK
three_vals,Counting Sort,iterative,10,10,reverse,50,0.00000440,0.00000641,0.00002630,0.0001,10,10,stable,stable,O(n+k),O(n+k),O(n+k),O(k),OK
three_vals,Radix Sort,iterative,10,10,reverse,50,0.00000610,0.00000897,0.00002620,0.0003,0,10,stable,stable,O(nk),O(nk),O(nk),O(n+k),OK
